gesture,sample_id,frame_id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
write,0,0,0.3880949914455414,0.910991907119751,1.9265106843135982e-08,0.4460984468460083,0.8757386803627014,-0.01898457296192646,0.4944049119949341,0.7871362566947937,-0.03002423420548439,0.49914172291755676,0.6986430883407593,-0.04205991327762604,0.48168084025382996,0.6264356374740601,-0.052989427000284195,0.4682283103466034,0.6199600100517273,-0.014892266131937504,0.4844561815261841,0.5046248435974121,-0.031063906848430634,0.49559256434440613,0.4437841773033142,-0.04153449460864067,0.5050591826438904,0.39051204919815063,-0.05020203813910484,0.4292292594909668,0.6235763430595398,-0.020389653742313385,0.4633375108242035,0.5789313912391663,-0.049325648695230484,0.47092536091804504,0.6585276126861572,-0.05942412093281746,0.4626522958278656,0.7055922150611877,-0.060874272137880325,0.3928065001964569,0.643627941608429,-0.02781790867447853,0.4329895079135895,0.6305776238441467,-0.06276191771030426,0.4377896189689636,0.7157519459724426,-0.059951018542051315,0.42491570115089417,0.751004695892334,-0.05047757178544998,0.3579692542552948,0.6746745705604553,-0.036282770335674286,0.4034006893634796,0.6641055941581726,-0.061414238065481186,0.4088594317436218,0.7289945483207703,-0.05508331581950188,0.395774781703949,0.7577863931655884,-0.04553482308983803
write,0,1,0.40844348073005676,0.8345854878425598,1.0729956301247512e-07,0.4693778455257416,0.8002370595932007,-0.017952676862478256,0.5172423720359802,0.7031430602073669,-0.025403935462236404,0.5226885676383972,0.611166775226593,-0.03403766080737114,0.5080623030662537,0.5370098352432251,-0.042006365954875946,0.4916568696498871,0.5496529936790466,-0.003127812873572111,0.506484866142273,0.44458311796188354,-0.01881486177444458,0.517354428768158,0.3747556805610657,-0.02638532593846321,0.521421492099762,0.31371238827705383,-0.03210419788956642,0.4541856348514557,0.5496428608894348,-0.007210449315607548,0.48867207765579224,0.4802204966545105,-0.03755033016204834,0.4943445026874542,0.5744744539260864,-0.04363450035452843,0.482134610414505,0.6193546056747437,-0.038318928331136703,0.42164111137390137,0.5658864378929138,-0.014204372651875019,0.457223504781723,0.534176766872406,-0.05236673355102539,0.45995989441871643,0.6304717063903809,-0.045586466789245605,0.4441269040107727,0.657482385635376,-0.030260926112532616,0.38868457078933716,0.5946998596191406,-0.0218132883310318,0.42820945382118225,0.5698381066322327,-0.04743785783648491,0.4324312210083008,0.6413265466690063,-0.03861931711435318,0.4169216752052307,0.6625736951828003,-0.025856101885437965
write,0,2,0.427664577960968,0.7802218794822693,1.1350518747121896e-07,0.48377710580825806,0.747907280921936,-0.020543411374092102,0.5287381410598755,0.6490195393562317,-0.03237486258149147,0.5421478152275085,0.5540088415145874,-0.04540096968412399,0.5296007394790649,0.47393232583999634,-0.05734480544924736,0.509641706943512,0.5044163465499878,-0.010333810932934284,0.5235004425048828,0.39823877811431885,-0.027336962521076202,0.5364283323287964,0.3258744776248932,-0.03193775564432144,0.540575385093689,0.2663188874721527,-0.03514036536216736,0.4719916582107544,0.49948516488075256,-0.01433084812015295,0.5088796019554138,0.4311431646347046,-0.04411626234650612,0.511009931564331,0.5392287969589233,-0.04194708541035652,0.4957544207572937,0.572311282157898,-0.030428165569901466,0.43882492184638977,0.5129023194313049,-0.022024864330887794,0.4768397808074951,0.4816124439239502,-0.06161946803331375,0.4789668619632721,0.5853845477104187,-0.049707118421792984,0.4589393138885498,0.6030642986297607,-0.03076741471886635,0.40397879481315613,0.5383164882659912,-0.03066759556531906,0.4455059766769409,0.5204961895942688,-0.05910106003284454,0.45013687014579773,0.5938089489936829,-0.049846142530441284,0.43131405115127563,0.6068156361579895,-0.036555271595716476
write,0,3,0.433474063873291,0.7601251602172852,9.363477460055947e-08,0.48901984095573425,0.7285900712013245,-0.023274481296539307,0.5326398015022278,0.6333377361297607,-0.03651047497987747,0.5483143329620361,0.5394366383552551,-0.0504097118973732,0.5361573100090027,0.4593110680580139,-0.06290009617805481,0.5121605396270752,0.4890221655368805,-0.011136865243315697,0.5283173322677612,0.3856342136859894,-0.02668021433055401,0.5421971678733826,0.31289219856262207,-0.029615741223096848,0.5467191934585571,0.2557198107242584,-0.031585585325956345,0.4751534163951874,0.48243582248687744,-0.01375309657305479,0.512107253074646,0.4135778546333313,-0.04353401064872742,0.5134866237640381,0.5259581208229065,-0.04103140905499458,0.4985246956348419,0.5623630285263062,-0.028490861877799034,0.44309529662132263,0.49370893836021423,-0.02004653587937355,0.4806637763977051,0.45945650339126587,-0.05862969532608986,0.48227399587631226,0.5641827583312988,-0.04642929136753082,0.4622648358345032,0.5812502503395081,-0.02719617262482643,0.4094761610031128,0.5167996883392334,-0.027603914961218834,0.44884762167930603,0.4989023208618164,-0.055172085762023926,0.4542168378829956,0.5705224871635437,-0.04608508571982384,0.43589210510253906,0.583350658416748,-0.03290524333715439
write,0,4,0.4354473054409027,0.7534326314926147,5.0472760193542854e-08,0.48959028720855713,0.7181721925735474,-0.01889987289905548,0.5316095352172852,0.6220726370811462,-0.030810587108135223,0.5475460886955261,0.5284786820411682,-0.04447080194950104,0.534142255783081,0.4558458924293518,-0.05711938440799713,0.5106592774391174,0.4790729880332947,-0.006812301930040121,0.5274231433868408,0.382681280374527,-0.022008374333381653,0.5408182144165039,0.3112807869911194,-0.0252092145383358,0.5453605055809021,0.25462719798088074,-0.02780204266309738,0.4739243686199188,0.4716385006904602,-0.011890669353306293,0.512065589427948,0.41106459498405457,-0.04136340692639351,0.512872040271759,0.5246455669403076,-0.039114952087402344,0.49717023968696594,0.5594726800918579,-0.027166321873664856,0.4431460201740265,0.4835025668144226,-0.020318785682320595,0.48205697536468506,0.45324745774269104,-0.058334287256002426,0.4832025170326233,0.5589384436607361,-0.045450154691934586,0.46224528551101685,0.5763301849365234,-0.026208290830254555,0.4109918773174286,0.509149432182312,-0.029733825474977493,0.45052891969680786,0.49161219596862793,-0.05711100995540619,0.4549446702003479,0.5642719268798828,-0.04748549312353134,0.4358997046947479,0.5776609778404236,-0.03408132866024971
write,0,5,0.4355820417404175,0.7390989661216736,3.993668684643126e-08,0.4899856150150299,0.7098771333694458,-0.02035517431795597,0.5338512659072876,0.6153612732887268,-0.03240171819925308,0.5495377779006958,0.5206958055496216,-0.0458427332341671,0.5349416732788086,0.44594305753707886,-0.05847391113638878,0.5144240260124207,0.4752774238586426,-0.008298242464661598,0.530914306640625,0.3768039047718048,-0.02325301058590412,0.5431193709373474,0.30449169874191284,-0.025904960930347443,0.5471387505531311,0.24734389781951904,-0.028064819052815437,0.4777278006076813,0.4683878719806671,-0.012499168515205383,0.512773334980011,0.4041077196598053,-0.04242917522788048,0.5125367045402527,0.5173628926277161,-0.040216077119112015,0.4975805878639221,0.5514546036720276,-0.028141796588897705,0.4466616213321686,0.48000457882881165,-0.020008672028779984,0.4813395142555237,0.44510090351104736,-0.0581614188849926,0.48223644495010376,0.5502415895462036,-0.044509291648864746,0.46266689896583557,0.5683160424232483,-0.024647487327456474,0.41326069831848145,0.5033591389656067,-0.02862745337188244,0.44872063398361206,0.47873950004577637,-0.05588138848543167,0.4539966285228729,0.5514577627182007,-0.04539817199110985,0.43688246607780457,0.5662403702735901,-0.031387731432914734
write,0,6,0.43672820925712585,0.7301497459411621,8.805294271496678e-08,0.493371844291687,0.6994634866714478,-0.022464096546173096,0.5335837602615356,0.6090236902236938,-0.03558250889182091,0.5492138266563416,0.5177866220474243,-0.049819011241197586,0.5344677567481995,0.441223680973053,-0.06306681782007217,0.5139613151550293,0.4687613248825073,-0.009645866230130196,0.5301876068115234,0.3674694299697876,-0.024821894243359566,0.5445895791053772,0.2958011329174042,-0.027886278927326202,0.5496666431427002,0.23865139484405518,-0.03022243268787861,0.4787193238735199,0.4631839394569397,-0.012437384575605392,0.5116844177246094,0.3983376622200012,-0.0412139892578125,0.5123251080513,0.5104198455810547,-0.03830963000655174,0.49798473715782166,0.5427089929580688,-0.026092514395713806,0.4478704035282135,0.47450459003448486,-0.018973205238580704,0.48185253143310547,0.43751007318496704,-0.057369790971279144,0.48400628566741943,0.5440161228179932,-0.044176459312438965,0.46502256393432617,0.5620223879814148,-0.024387212470173836,0.41465526819229126,0.4967864453792572,-0.026754649356007576,0.4497147798538208,0.47225239872932434,-0.05513504892587662,0.45533841848373413,0.5444426536560059,-0.04575850069522858,0.43777576088905334,0.5593167543411255,-0.032275523990392685
write,0,7,0.4344872236251831,0.7336591482162476,1.4399609504778255e-08,0.484369158744812,0.7032288908958435,-0.018298601731657982,0.5311089158058167,0.611822783946991,-0.030712002888321877,0.5431227087974548,0.5142402052879333,-0.04460498318076134,0.5285123586654663,0.4408569037914276,-0.0577094592154026,0.5117042660713196,0.46096283197402954,-0.005871509201824665,0.5276776552200317,0.3716891407966614,-0.020936496555805206,0.5401715040206909,0.3005966246128082,-0.02497304603457451,0.5453615784645081,0.24295425415039062,-0.02875497005879879,0.47377607226371765,0.44876980781555176,-0.01115510705858469,0.510921835899353,0.40354469418525696,-0.04125051945447922,0.5059117674827576,0.5193496942520142,-0.04088078811764717,0.48668789863586426,0.5484588742256165,-0.030792171135544777,0.44221797585487366,0.45987334847450256,-0.019370442256331444,0.47944512963294983,0.4383389353752136,-0.05921454727649689,0.47804394364356995,0.5466916561126709,-0.047469913959503174,0.455152302980423,0.5607026815414429,-0.029130443930625916,0.40754395723342896,0.485895574092865,-0.02816924639046192,0.4464704394340515,0.47697705030441284,-0.05763234570622444,0.45014557242393494,0.5532359480857849,-0.048668310046195984,0.43014612793922424,0.563819408416748,-0.035588715225458145
write,0,8,0.4227200746536255,0.7410019636154175,5.6829438932481935e-08,0.4751043915748596,0.7103330492973328,-0.022438686341047287,0.5195167064666748,0.6172420382499695,-0.03557136282324791,0.5337774157524109,0.5209161043167114,-0.04941532760858536,0.5162407755851746,0.448601096868515,-0.062356751412153244,0.5011460185050964,0.4726238250732422,-0.010511131957173347,0.5181862711906433,0.3750036954879761,-0.027286872267723083,0.5327770709991455,0.302059531211853,-0.03229132667183876,0.5380845069885254,0.24455899000167847,-0.03623904287815094,0.46399345993995667,0.46315255761146545,-0.013520529493689537,0.4970698952674866,0.40785181522369385,-0.04396452754735947,0.49579334259033203,0.5176407098770142,-0.043264321982860565,0.47902947664260864,0.5479499101638794,-0.0329543799161911,0.4317723214626312,0.47480636835098267,-0.02009378746151924,0.4656009376049042,0.45106402039527893,-0.05941689386963844,0.4660279154777527,0.5524500012397766,-0.04829927906394005,0.4449663758277893,0.5660191774368286,-0.030448080971837044,0.3973657190799713,0.4996517300605774,-0.027852380648255348,0.4334002137184143,0.4904290735721588,-0.0569448322057724,0.43809306621551514,0.5605975389480591,-0.04898712411522865,0.41891321539878845,0.5706958770751953,-0.03670093044638634
write,0,9,0.4079872965812683,0.7439589500427246,4.806433651083353e-08,0.46209535002708435,0.717100977897644,-0.02531735599040985,0.5078235268592834,0.6266463994979858,-0.039005640894174576,0.5182700753211975,0.5288795828819275,-0.052547674626111984,0.5020914673805237,0.4539991021156311,-0.06519423425197601,0.48968595266342163,0.476167768239975,-0.014549638144671917,0.5073054432868958,0.3784787058830261,-0.032768651843070984,0.520652711391449,0.3043244183063507,-0.03870133310556412,0.5262272357940674,0.24584877490997314,-0.0428784154355526,0.450736403465271,0.4685952365398407,-0.016034524887800217,0.4821922481060028,0.4149518311023712,-0.048745885491371155,0.4794355034828186,0.5227404236793518,-0.04908401519060135,0.4643513262271881,0.5586225986480713,-0.03889917954802513,0.41750702261924744,0.48135119676589966,-0.021151356399059296,0.45071542263031006,0.4579092562198639,-0.06209889054298401,0.45050275325775146,0.5594692230224609,-0.05147261545062065,0.43171074986457825,0.5781094431877136,-0.03326066955924034,0.38263076543807983,0.5064868927001953,-0.0276485588401556,0.4186486005783081,0.4977070987224579,-0.05708127096295357,0.42329835891723633,0.5687326192855835,-0.04923298582434654,0.40630146861076355,0.5812246203422546,-0.03667833283543587
